timestamp_ms,voltage_V,current_mA,power_mW,marker_ble,marker_wifi,marker_sleep
0,3.288,95.70,315.00,1,0,0
2,3.288,95.90,300.00,1,0,0
5,3.288,96.30,316.00,1,0,0
7,3.288,96.30,316.00,1,0,0
10,3.288,96.30,316.00,1,0,0
12,3.288,95.90,315.00,1,0,0
14,3.288,96.90,318.00,1,0,0
17,3.288,96.00,315.00,1,0,0
19,3.276,96.20,316.00,1,0,0
22,3.288,97.30,319.00,1,0,0
24,3.288,98.50,316.00,1,0,0
27,3.288,96.10,316.00,1,0,0
29,3.288,98.30,323.00,1,0,0
32,3.288,95.50,321.00,1,0,0
34,3.292,87.30,287.00,1,0,0
37,3.288,95.60,315.00,1,0,0
39,3.288,100.60,293.00,1,0,0
42,3.292,91.30,300.00,1,0,0
44,3.292,96.50,318.00,1,0,0
47,3.292,95.80,316.00,1,0,0
49,3.292,97.20,319.00,1,0,0
52,3.288,95.70,315.00,1,0,0
54,3.288,98.70,326.00,1,0,0
67,3.288,96.40,316.00,1,0,0
69,3.288,98.60,315.00,1,0,0
72,3.292,95.90,315.00,1,0,0
74,3.288,95.60,315.00,1,0,0
77,3.292,100.20,315.00,1,0,0
79,3.288,95.80,315.00,1,0,0
81,3.288,95.60,315.00,1,0,0
84,3.288,95.60,315.00,1,0,0
86,3.288,95.30,313.00,1,0,0
89,3.288,95.50,315.00,1,0,0
91,3.292,95.70,315.00,1,0,0
94,3.288,95.30,313.00,1,0,0
96,3.288,89.30,293.00,1,0,0
99,3.288,97.20,324.00,1,0,0
101,3.288,95.70,315.00,1,0,0
104,3.288,95.40,315.00,1,0,0
106,3.288,96.60,316.00,1,0,0
109,3.288,109.50,360.00,1,0,0
111,3.288,96.50,318.00,1,0,0
114,3.288,95.60,315.00,1,0,0
116,3.288,95.70,315.00,1,0,0
129,3.292,96.20,313.00,1,0,0
131,3.288,95.50,315.00,1,0,0
134,3.288,96.10,316.00,1,0,0
136,3.288,96.90,306.00,1,0,0
139,3.292,95.70,315.00,1,0,0
141,3.292,95.50,315.00,1,0,0
144,3.292,88.80,292.00,1,0,0
146,3.288,99.20,328.00,1,0,0
149,3.288,96.80,318.00,1,0,0
151,3.288,99.00,313.00,1,0,0
154,3.288,96.00,316.00,1,0,0
156,3.292,95.70,315.00,1,0,0
159,3.292,103.40,321.00,1,0,0
161,3.288,97.10,319.00,1,0,0
163,3.288,97.90,323.00,1,0,0
166,3.288,98.30,316.00,1,0,0
168,3.284,96.10,316.00,1,0,0
171,3.292,99.10,326.00,1,0,0
173,3.288,95.70,326.00,1,0,0
186,3.288,95.20,315.00,1,0,0
189,3.288,95.60,315.00,1,0,0
191,3.288,95.50,315.00,1,0,0
193,3.288,97.20,315.00,1,0,0
196,3.288,95.60,315.00,1,0,0
198,3.288,89.70,295.00,1,0,0
201,3.292,94.70,313.00,1,0,0
