timestamp_ms,voltage_V,current_mA,power_mW,marker
7,3.344,25.60,85.00,0
19,3.344,25.60,85.00,0
29,3.344,25.50,85.00,0
39,3.344,25.60,85.00,0
49,3.344,25.60,85.00,0
59,3.344,25.40,85.00,0
69,3.344,25.60,85.00,0
79,3.344,25.50,85.00,0
89,3.348,25.60,85.00,0
99,3.344,25.70,87.00,0
109,3.344,25.40,85.00,0
119,3.344,25.60,85.00,0
129,3.344,25.60,85.00,0
139,3.348,25.60,85.00,0
149,3.344,25.70,85.00,0
159,3.344,25.40,85.00,0
169,3.344,25.60,85.00,0
179,3.344,25.60,85.00,0
190,3.344,25.50,85.00,0
200,3.344,25.60,85.00,0
210,3.344,25.40,85.00,0
220,3.344,25.70,85.00,0
230,3.344,25.60,85.00,0
240,3.344,25.50,85.00,0
250,3.344,25.60,85.00,0
260,3.340,25.40,85.00,0
270,3.344,25.60,85.00,0
280,3.348,25.60,85.00,0
290,3.344,25.50,85.00,0
300,3.344,25.60,85.00,0
310,3.344,25.50,85.00,0
320,3.344,25.60,85.00,0
330,3.348,25.60,85.00,0
340,3.344,25.50,85.00,0
350,3.344,25.60,85.00,0
360,3.348,25.50,85.00,0
370,3.344,25.50,85.00,0
380,3.344,25.60,85.00,0
390,3.344,25.50,85.00,0
400,3.344,25.70,85.00,0
410,3.344,25.60,85.00,0
420,3.344,25.50,85.00,0
430,3.340,25.70,85.00,0
440,3.344,25.50,85.00,0
450,3.344,25.60,85.00,0
460,3.344,25.60,85.00,0
470,3.344,25.50,85.00,0
480,3.344,25.60,85.00,0
490,3.344,25.50,85.00,0
500,3.344,25.60,85.00,0
510,3.348,25.60,85.00,0
520,3.344,25.50,85.00,0
530,3.348,25.60,85.00,0
540,3.344,25.40,85.00,0
550,3.344,25.50,85.00,0
560,3.348,25.60,85.00,0
570,3.344,25.50,85.00,0
580,3.344,25.60,85.00,0
590,3.344,25.50,85.00,0
600,3.344,25.50,85.00,0
610,3.340,25.60,85.00,0
620,3.344,25.50,85.00,0
630,3.340,25.60,85.00,0
640,3.344,25.60,85.00,0
650,3.340,25.50,85.00,0
660,3.344,25.60,85.00,0
670,3.344,25.50,85.00,0
680,3.344,25.60,85.00,0
690,3.344,25.60,85.00,0
700,3.344,25.50,85.00,0
710,3.344,25.60,85.00,0
720,3.344,25.50,85.00,0
730,3.344,25.60,85.00,0
740,3.344,25.50,85.00,0
750,3.344,25.50,85.00,0
760,3.344,25.60,85.00,0
770,3.344,25.50,85.00,0
780,3.344,25.50,85.00,0
790,3.348,25.60,85.00,0
800,3.344,25.50,85.00,0
810,3.344,25.60,85.00,0
820,3.344,25.50,85.00,0
830,3.344,25.50,85.00,0
840,3.344,25.60,85.00,0
850,3.344,25.50,85.00,0
860,3.348,25.60,85.00,0
870,3.344,25.60,85.00,0
880,3.344,25.50,85.00,0
890,3.344,25.60,85.00,0
900,3.344,25.50,85.00,0
910,3.344,25.60,85.00,0
920,3.344,25.60,85.00,0
930,3.344,25.60,85.00,0
940,3.340,25.70,85.00,0
950,3.344,25.50,85.00,0
960,3.344,25.70,85.00,0
970,3.344,25.60,85.00,0
980,3.344,25.50,85.00,0
990,3.344,25.60,85.00,0
1000,3.348,25.50,85.00,0
1010,3.348,25.50,85.00,0
1020,3.344,25.60,85.00,0
1030,3.344,25.50,85.00,0
1040,3.344,25.60,85.00,0
1050,3.348,25.50,85.00,0
1060,3.344,25.50,85.00,0
1070,3.344,25.60,85.00,0
1080,3.344,25.50,85.00,0
1090,3.344,25.60,85.00,0
1100,3.344,25.60,85.00,0
1110,3.344,25.50,85.00,0
1120,3.344,25.60,85.00,0
1131,3.336,25.50,85.00,0
1141,3.344,25.60,85.00,0
1151,3.344,25.60,85.00,0
1161,3.344,25.50,85.00,0
1171,3.344,25.60,85.00,0
1181,3.340,25.50,85.00,0
1191,3.340,25.50,85.00,0
1201,3.344,25.60,85.00,0
1211,3.344,25.60,85.00,0
1221,3.344,25.60,85.00,0
1231,3.344,25.60,85.00,0
1241,3.344,25.50,85.00,0
1251,3.344,25.60,85.00,0
1261,3.344,25.50,85.00,0
1271,3.344,25.60,85.00,0
1281,3.348,25.60,85.00,0
1291,3.344,25.50,85.00,0
1301,3.344,25.60,85.00,0
1311,3.344,25.50,85.00,0
1321,3.344,25.60,85.00,0
1331,3.344,25.60,85.00,0
1341,3.344,25.50,85.00,0
1351,3.344,25.60,85.00,0
1361,3.344,25.50,85.00,0
1371,3.344,25.60,85.00,0
1381,3.344,25.60,85.00,0
1391,3.344,25.50,85.00,0
1401,3.344,25.60,85.00,0
1411,3.344,25.50,85.00,0
1421,3.344,25.50,85.00,0
1431,3.344,25.60,85.00,0
1441,3.344,25.50,85.00,0
1451,3.344,25.60,85.00,0
1461,3.344,25.50,85.00,0
1471,3.344,25.50,85.00,0
1481,3.344,25.60,85.00,0
1491,3.344,25.50,85.00,0
1501,3.348,25.60,85.00,0
1511,3.344,25.60,85.00,0
1522,3.344,25.40,85.00,0
1532,3.344,25.60,85.00,0
1542,3.344,25.50,85.00,0
1552,3.340,25.60,85.00,0
1562,3.344,25.70,85.00,0
1572,3.344,25.50,85.00,0
1582,3.344,25.60,85.00,0
1592,3.344,25.50,85.00,0
1602,3.344,25.50,85.00,0
1612,3.344,25.60,85.00,0
1622,3.344,25.50,85.00,0
1632,3.344,25.70,85.00,0
1642,3.344,25.60,85.00,0
1652,3.344,25.50,85.00,0
1662,3.344,25.60,85.00,0
1672,3.344,25.50,85.00,0
1682,3.344,25.60,85.00,0
1692,3.344,25.60,85.00,0
1702,3.344,25.50,85.00,0
1712,3.344,25.50,85.00,0
1722,3.344,25.50,85.00,0
1732,3.344,25.60,85.00,0
1745,3.340,25.60,85.00,0
1755,3.340,25.50,85.00,0
1765,3.344,25.60,85.00,0
1775,3.344,25.60,85.00,0
1785,3.344,25.50,85.00,0
1795,3.344,25.60,85.00,0
1805,3.344,25.40,85.00,0
1815,3.344,25.60,85.00,0
1825,3.344,25.60,85.00,0
1835,3.344,25.60,85.00,0
1845,3.344,25.60,85.00,0
1855,3.344,25.50,85.00,0
1865,3.348,25.50,85.00,0
1875,3.348,25.60,85.00,0
1885,3.344,25.50,85.00,0
1895,3.344,25.60,85.00,0
1905,3.348,25.60,85.00,0
1915,3.344,25.40,85.00,0
1925,3.344,25.50,85.00,0
1935,3.344,25.50,85.00,0
1945,3.344,25.70,85.00,0
1955,3.344,25.60,85.00,0
1965,3.344,25.50,85.00,0
1975,3.344,25.60,85.00,0
1985,3.344,25.50,85.00,0
1995,3.340,25.60,85.00,0
2005,3.344,25.60,85.00,0
2015,3.348,25.50,85.00,0
2025,3.344,25.60,85.00,0
2035,3.344,25.50,85.00,0
2045,3.348,25.60,85.00,0
2055,3.348,25.70,85.00,0
2065,3.348,25.50,85.00,0
2075,3.344,25.60,85.00,0
2085,3.344,25.40,85.00,0
2095,3.348,25.50,85.00,0
2105,3.344,25.70,85.00,0
2115,3.344,25.50,85.00,0
2125,3.344,25.60,85.00,0
2135,3.344,25.60,85.00,0
2145,3.344,25.50,85.00,0
2156,3.340,25.60,85.00,0
2166,3.344,25.50,85.00,0
2176,3.344,25.60,85.00,0
2191,3.344,25.60,85.00,0
2201,3.344,25.60,85.00,0
2211,3.344,25.50,85.00,0
2221,3.344,25.60,85.00,0
2231,3.348,25.50,85.00,0
2241,3.344,25.60,85.00,0
