timestamp_ms,voltage_V,current_mA,power_mW,marker_ble,marker_wifi,marker_sleep
0,3.316,57.60,190.00,1,0,0
2,3.312,57.60,192.00,1,0,0
5,3.312,57.60,192.00,1,0,0
7,3.316,57.90,192.00,1,0,0
10,3.312,57.90,192.00,1,0,0
12,3.316,57.90,192.00,1,0,0
15,3.312,57.90,190.00,1,0,0
17,3.312,57.50,190.00,1,0,0
20,3.312,57.60,192.00,1,0,0
22,3.312,57.60,192.00,1,0,0
25,3.312,57.90,192.00,1,0,0
27,3.316,57.90,192.00,1,0,0
30,3.316,58.00,192.00,1,0,0
32,3.316,57.70,192.00,1,0,0
35,3.316,78.00,257.00,1,0,0
37,3.316,73.10,239.00,1,0,0
39,3.264,84.70,192.00,1,0,0
42,3.316,57.70,192.00,1,0,0
44,3.316,68.30,226.00,1,0,0
47,3.316,58.00,192.00,1,0,0
49,3.316,57.60,190.00,1,0,0
52,3.316,57.50,190.00,1,0,0
54,3.316,57.50,192.00,1,0,0
67,3.316,57.60,192.00,1,0,0
69,3.316,57.60,190.00,1,0,0
72,3.316,57.80,192.00,1,0,0
74,3.316,57.80,192.00,1,0,0
77,3.316,57.90,192.00,1,0,0
79,3.316,58.00,192.00,1,0,0
82,3.312,57.60,192.00,1,0,0
84,3.316,57.60,190.00,1,0,0
87,3.316,57.60,190.00,1,0,0
89,3.316,57.80,192.00,1,0,0
92,3.316,57.90,192.00,1,0,0
94,3.316,58.00,192.00,1,0,0
97,3.316,57.80,192.00,1,0,0
99,3.312,57.70,190.00,1,0,0
101,3.316,57.60,192.00,1,0,0
104,3.316,57.60,192.00,1,0,0
106,3.316,57.90,192.00,1,0,0
109,3.312,57.90,192.00,1,0,0
111,3.316,58.00,192.00,1,0,0
114,3.316,57.60,192.00,1,0,0
116,3.316,57.60,190.00,1,0,0
129,3.316,58.00,192.00,1,0,0
131,3.312,57.60,192.00,1,0,0
134,3.312,57.60,190.00,1,0,0
136,3.316,57.60,382.00,1,0,0
139,3.276,105.70,351.00,1,0,0
141,3.312,57.60,190.00,1,0,0
144,3.316,57.70,229.00,1,0,0
146,3.316,57.70,192.00,1,0,0
149,3.316,57.60,190.00,1,0,0
151,3.312,57.60,190.00,1,0,0
154,3.312,57.90,192.00,1,0,0
156,3.316,57.90,192.00,1,0,0
159,3.316,57.80,192.00,1,0,0
161,3.316,57.90,192.00,1,0,0
164,3.316,57.70,192.00,1,0,0
166,3.316,57.60,190.00,1,0,0
168,3.316,57.50,190.00,1,0,0
171,3.316,57.90,192.00,1,0,0
184,3.316,57.60,190.00,1,0,0
186,3.312,57.70,192.00,1,0,0
189,3.312,57.80,192.00,1,0,0
191,3.316,57.90,192.00,1,0,0
193,3.312,57.80,192.00,1,0,0
196,3.316,57.60,192.00,1,0,0
198,3.316,57.60,192.00,1,0,0
201,3.316,57.50,190.00,1,0,0
203,3.316,57.90,192.00,1,0,0
206,3.312,57.90,192.00,1,0,0
208,3.312,57.80,192.00,1,0,0
211,3.316,58.00,192.00,1,0,0
213,3.316,57.70,192.00,1,0,0
216,3.316,57.60,190.00,1,0,0
218,3.312,57.60,190.00,1,0,0
221,3.316,57.90,192.00,1,0,0
223,3.316,57.80,192.00,1,0,0
226,3.312,57.90,192.00,1,0,0
228,3.312,57.60,192.00,1,0,0
241,3.316,57.70,192.00,1,0,0
243,3.316,57.70,192.00,1,0,0
246,3.312,57.70,192.00,1,0,0
248,3.316,57.70,192.00,1,0,0
251,3.316,57.50,190.00,1,0,0
253,3.316,57.90,192.00,1,0,0
256,3.316,57.90,192.00,1,0,0
258,3.316,57.90,192.00,1,0,0
260,3.316,57.50,190.00,1,0,0
263,3.316,57.70,192.00,1,0,0
265,3.312,57.60,192.00,1,0,0
268,3.316,57.80,192.00,1,0,0
270,3.316,57.90,192.00,1,0,0
273,3.316,57.90,192.00,1,0,0
275,3.316,57.90,192.00,1,0,0
278,3.316,57.60,190.00,1,0,0
280,3.312,57.70,192.00,1,0,0
283,3.312,57.60,190.00,1,0,0
285,3.316,57.90,192.00,1,0,0
298,3.316,57.70,192.00,1,0,0
300,3.312,57.60,192.00,1,0,0
303,3.312,57.90,192.00,1,0,0
305,3.312,57.80,192.00,1,0,0
308,3.312,57.90,192.00,1,0,0
310,3.316,57.60,192.00,1,0,0
313,3.316,57.70,192.00,1,0,0
315,3.312,57.60,192.00,1,0,0
318,3.316,57.80,192.00,1,0,0
320,3.316,57.80,192.00,1,0,0
323,3.312,57.80,192.00,1,0,0
325,3.316,57.90,190.00,1,0,0
327,3.312,57.60,192.00,1,0,0
330,3.312,57.60,190.00,1,0,0
332,3.312,57.70,192.00,1,0,0
