timestamp_ms,voltage_V,current_mA,power_mW,marker
5,3.344,25.70,85.00,0
18,3.344,25.60,85.00,0
28,3.340,25.60,85.00,0
38,3.344,25.70,85.00,0
48,3.340,25.60,85.00,0
58,3.344,25.70,85.00,0
68,3.344,25.60,85.00,0
78,3.340,25.70,85.00,0
88,3.344,25.70,85.00,0
98,3.344,25.50,85.00,0
108,3.344,25.60,85.00,0
118,3.344,25.50,85.00,0
128,3.344,25.70,85.00,0
138,3.344,25.70,85.00,0
148,3.344,25.50,85.00,0
158,3.344,25.70,85.00,0
168,3.340,25.60,85.00,0
178,3.344,25.60,85.00,0
188,3.344,25.70,85.00,0
198,3.340,25.60,85.00,0
208,3.344,25.70,85.00,0
218,3.344,25.60,85.00,0
228,3.344,25.50,85.00,0
238,3.344,25.60,85.00,0
248,3.344,25.50,85.00,0
258,3.344,25.70,85.00,0
268,3.344,25.70,85.00,0
278,3.344,25.50,85.00,0
288,3.344,25.70,85.00,0
298,3.344,25.50,85.00,0
308,3.344,25.70,85.00,0
318,3.344,25.70,85.00,0
328,3.344,25.50,85.00,0
338,3.344,25.70,87.00,0
348,3.344,25.50,85.00,0
358,3.348,25.70,85.00,0
368,3.344,25.60,85.00,0
378,3.344,25.50,85.00,0
388,3.344,25.70,85.00,0
398,3.344,25.50,85.00,0
408,3.344,25.60,85.00,0
418,3.344,25.70,85.00,0
428,3.344,25.50,85.00,0
438,3.344,25.70,85.00,0
448,3.344,25.50,85.00,0
458,3.344,25.50,85.00,0
468,3.344,25.60,85.00,0
478,3.344,25.60,85.00,0
488,3.344,25.70,85.00,0
498,3.344,25.70,87.00,0
508,3.344,25.60,85.00,0
518,3.344,25.60,85.00,0
528,3.344,25.50,85.00,0
538,3.344,25.70,85.00,0
548,3.344,25.70,85.00,0
558,3.344,25.60,85.00,0
568,3.344,25.60,85.00,0
578,3.340,25.60,85.00,0
588,3.344,25.70,85.00,0
598,3.344,25.60,85.00,0
608,3.340,25.50,85.00,0
618,3.344,25.70,85.00,0
628,3.340,25.50,85.00,0
638,3.344,25.50,85.00,0
648,3.344,25.60,85.00,0
658,3.344,25.60,85.00,0
668,3.344,25.70,85.00,0
678,3.344,25.50,85.00,0
688,3.348,25.60,85.00,0
698,3.344,25.60,85.00,0
708,3.344,25.60,85.00,0
718,3.348,25.70,85.00,0
728,3.344,25.70,85.00,0
738,3.344,25.60,85.00,0
748,3.344,25.60,85.00,0
758,3.344,25.50,85.00,0
768,3.344,25.70,85.00,0
779,3.344,25.70,85.00,0
789,3.344,25.50,85.00,0
799,3.344,25.60,85.00,0
809,3.344,25.60,85.00,0
819,3.344,25.50,85.00,0
829,3.344,25.60,85.00,0
839,3.344,25.60,85.00,0
849,3.344,25.60,87.00,0
859,3.344,25.60,85.00,0
869,3.344,25.50,85.00,0
879,3.344,25.60,85.00,0
889,3.344,25.50,85.00,0
899,3.344,25.60,85.00,0
909,3.344,25.60,85.00,0
919,3.344,25.50,85.00,0
929,3.344,25.60,85.00,0
939,3.344,25.50,85.00,0
949,3.344,25.60,85.00,0
959,3.344,25.60,85.00,0
969,3.344,25.60,85.00,0
979,3.344,25.70,85.00,0
989,3.344,25.60,85.00,0
999,3.340,25.70,85.00,0
1009,3.340,25.70,85.00,0
1019,3.344,25.50,85.00,0
1029,3.344,25.70,85.00,0
1039,3.344,25.60,85.00,0
1049,3.344,25.60,85.00,0
1059,3.344,25.70,85.00,0
1069,3.344,25.60,85.00,0
1079,3.344,25.70,85.00,0
1089,3.344,25.60,85.00,0
1099,3.344,25.50,85.00,0
1109,3.344,25.60,85.00,0
1119,3.344,25.50,85.00,0
1129,3.344,25.70,85.00,0
1139,3.344,25.70,85.00,0
1149,3.344,25.50,85.00,0
1159,3.344,25.70,85.00,0
1169,3.344,25.60,85.00,0
1179,3.344,25.70,85.00,0
1192,3.344,25.70,85.00,0
1202,3.344,25.50,85.00,0
1212,3.344,25.70,85.00,0
1222,3.344,25.70,85.00,0
1232,3.340,25.50,85.00,0
1242,3.344,25.70,85.00,0
1252,3.344,25.50,85.00,0
1262,3.344,25.60,85.00,0
1272,3.344,25.70,85.00,0
1282,3.344,25.50,85.00,0
1292,3.348,25.60,85.00,0
1302,3.344,25.50,85.00,0
1312,3.348,25.70,85.00,0
1322,3.344,25.70,85.00,0
1332,3.344,25.60,85.00,0
1342,3.344,25.60,85.00,0
1352,3.344,25.60,85.00,0
1362,3.344,25.60,85.00,0
1372,3.344,25.60,85.00,0
1382,3.348,25.60,85.00,0
1392,3.344,25.70,85.00,0
1402,3.340,25.60,85.00,0
1412,3.344,25.60,85.00,0
1422,3.344,25.70,85.00,0
1432,3.344,25.60,85.00,0
1442,3.344,25.70,85.00,0
1452,3.344,25.60,85.00,0
1462,3.344,25.50,85.00,0
1472,3.344,25.60,85.00,0
1482,3.344,25.60,85.00,0
1492,3.344,25.60,85.00,0
1502,3.348,25.70,85.00,0
1512,3.344,25.50,85.00,0
1522,3.344,25.70,85.00,0
1532,3.344,25.60,85.00,0
1542,3.348,25.60,85.00,0
1552,3.344,25.60,85.00,0
1562,3.344,25.50,85.00,0
1572,3.348,25.70,85.00,0
1582,3.344,25.50,85.00,0
1592,3.344,25.60,85.00,0
1602,3.344,25.70,85.00,0
1613,3.344,25.60,85.00,0
1623,3.344,25.70,85.00,0
1633,3.344,25.70,85.00,0
1643,3.340,25.60,85.00,0
1653,3.344,25.60,85.00,0
1663,3.344,25.60,85.00,0
1673,3.344,25.70,85.00,0
1683,3.344,25.70,85.00,0
1693,3.344,25.60,85.00,0
1704,3.340,25.70,85.00,0
1714,3.344,25.60,85.00,0
1724,3.344,25.50,85.00,0
1734,3.344,25.60,85.00,0
1744,3.340,25.60,85.00,0
1754,3.344,25.60,85.00,0
1764,3.344,25.60,85.00,0
1774,3.344,25.60,85.00,0
1784,3.344,25.70,85.00,0
1794,3.344,25.50,85.00,0
1804,3.344,25.60,85.00,0
1814,3.344,25.60,85.00,0
1824,3.344,25.50,85.00,0
1834,3.344,25.60,85.00,0
1844,3.344,25.50,85.00,0
1854,3.344,25.60,85.00,0
1864,3.344,25.70,85.00,0
1874,3.344,25.50,85.00,0
1884,3.344,25.60,85.00,0
1894,3.344,25.60,85.00,0
1904,3.344,25.50,85.00,0
1914,3.344,25.60,85.00,0
1924,3.340,25.50,85.00,0
1934,3.340,25.70,85.00,0
1944,3.344,25.60,85.00,0
1954,3.344,25.50,85.00,0
1964,3.344,25.60,85.00,0
1974,3.344,25.50,85.00,0
1984,3.344,25.60,85.00,0
1994,3.344,25.70,85.00,0
2004,3.344,25.60,85.00,0
2014,3.344,25.60,85.00,0
2024,3.344,25.60,85.00,0
2034,3.344,25.60,85.00,0
2044,3.344,25.60,85.00,0
2054,3.344,25.50,85.00,0
2064,3.344,25.70,85.00,0
2074,3.344,25.60,85.00,0
2084,3.344,25.60,85.00,0
2094,3.344,25.70,85.00,0
